School Name,City,Type,Address,Website,Phone,Email,Description
"Tsinghua International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/the-international-school-of-sanya/",,,
"Tsinglan School","Chengdu","School",,"https://www.searchassociates.com/schools/china/tsinghua-international-school/",,,
"Utahloy International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/united-world-college-changshu-china/",,,
"Western International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/western-academy-of-beijing/",,,
"Wuxi Boston International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/western-international-school-of-shanghai/",,,
"Wycombe Abbey School","Chengdu","School",,"https://www.searchassociates.com/schools/china/wuxi-boston-international-school/",,,
"Xi'an Hanova International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/wycombe-abbey-school-hangzhou/",,,
"Xi'an Liangjiatan International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/xi-an-hanova-international-school/",,,
"Xiamen International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/achieve-xiamen-international-school-2/",,,
"YK Pao School","Chengdu","School",,"https://www.searchassociates.com/schools/china/xiamen-international-school/",,,
"Zhuhai International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/yk-pao-school-shanghai/",,,
"International School","Wuhan","International School",,"https://www.internationalschoolsreview.com/author/missouri65807",,,
"Nord Anglia International School","Wuhan","International School",,"https://whichschooladvisor.com/uae/search-articles/s437/brighton-college-dubai",,,
"New British School","Wuhan","School",,"https://whichschooladvisor.com/uae/search-articles/s1197/dibber-nursery-al-barsha-south",,,
"Ash Mount School","Wuhan","School",,"https://whichschooladvisor.com/uae/school-news/harrow-to-gordonstoun-every-new-school-opening-in-the-uae-in-2026-with-fees",,,
"Gordonstoun School","Wuhan","School",,"https://whichschooladvisor.com/uae/search-articles/s1693/dubai-international-academy-town-square",,,
"Wuhan Australian International School","Wuhan","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Cogdel Cranleigh High School","Wuhan","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Wuhan French International School","Wuhan","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"BASIS International School","Wuhan","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Wuhan Yangtze International School","Wuhan","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Wuhan Britain-China School","Wuhan","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Maple Leaf Foreign Nationals' School","Wuhan","School",,"https://www.international-schools-database.com/account/guest/new",,,
"At Maple Leaf Foreign Nationals School","Wuhan","School",,"https://cdn.international-schools-database.com/assets/schools/verified-badge.pink.sm-e034e71173bccc3ba2d428240856a83a4d122601f018152eebcad6e607eca7c1.png",,,
"Maple Leaf International School","Wuhan","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"ISA Wuhan International School","Wuhan","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Filter School","Wuhan","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Primary School","Wuhan","School",,"https://www.isawhis.com/wp-content/uploads/2022/12/poster.jpg",,,
"Secondary School","Wuhan","School",,"https://www.isawhis.com/wp-content/uploads/2022/12/poster_m.jpg",,,
"Fujian International School","Wuhan","International School",,"https://www.isawhis.com/wp-content/uploads/2024/02/%E5%9B%BE%E7%89%8710-1.jpg",,,
"Xinmeng Kindergarten","Wuhan","Kindergarten",,"https://www.isawhis.com/wp-content/uploads/2024/02/%E5%9",,,
"She holds national High School","Wuhan","School",,"https://www.isawhis.com/wp-content/uploads/2024/02/%E5%9B%BE%E7%89%8711.jpg",,,
"Middle School","Wuhan","School",,"https://www.smschool.us/learning/course-catalog",,,
"Upper School","Wuhan","School",,"https://www.smschool.us/learning/academics/5th-grade",,,
"Mary's School","Wuhan","School",,"https://www.smschool.us/boarding/st-marys-global-campuses/st-marys-boston",,,
"High School","Wuhan","School",,"https://www.smschool.us/boarding/st-marys-global-campuses/st-marys-school-at-pinghu/meet-the-pinghu-administration",,,
"Marys School","Wuhan","School",,"https://smschool.school-menus.com/",,,
"Dalian Huamei School","Wuhan","School",,"https://www.nessic.org/team/avenues-shenzhen",,,
"Dehong Xi'an School","Wuhan","School",,"https://www.nessic.org/team/china-world-academy",,,
"Harrow Haikou LiDe School","Wuhan","School",,"https://www.nessic.org/team/dalian-huamei-school",,,
"Sedbergh School","Wuhan","School",,"https://www.nessic.org/team/harrow-haikou-lide-school",,,
"Springboard International Bilingual School","Wuhan","International School",,"https://www.nessic.org/team/hiba-academy-nantong",,,
"Wuxi United International School","Wuhan","International School",,"https://www.nessic.org/team/springboard-international-bilingual-school",,,
"Yew Wah International Education School","Wuhan","International School",,"https://www.nessic.org/team/wuxi-united-international-school",,,
"Beanstalk International Bilingual School","Wuhan","International School",,"https://www.nessic.org/team/yew-wah-",,,
"Shanghai United International School","Wuhan","International School",,"https://www.nessic.org/team/hiba-academy-hangzhou",,,
"Transpace Changchun Foreign Language School","Wuhan","School",,"https://www.nessic.org/team/shanghai-united-international-school-qingpu-campus",,,
"Wycombe Abbey School","Wuhan","School",,"https://www.nessic.org/team/transpace-changchun-foreign-language-school",,,
"Changwai Bilingual School","Wuhan","Bilingual School",,"https://www.nessic.org/team/wycombe-abbey-school-changzhou",,,
"Cogdel Cranleigh School","Wuhan","School",,"https://www.nessic.org/team/wycombe-abbey-school-changzhou",,,
"Dehong Beijing International Chinese School","Wuhan","International School",,"https://www.nessic.org/team/changwai-bilingual-school",,,
"Green Oasis School","Wuhan","School",,"https://www.nessic.org/team/dehong-beijing-international-chinese-school",,,
"Harrow LiDe School","Wuhan","School",,"https://www.nessic.org/team/dehong-beijing-international-chinese-school",,,
"Ningbo Huamao International School","Wuhan","International School",,"https://www.nessic.org/team/green-oasis-school",,,
"Wuxi Dipont School","Wuhan","School",,"https://www.nessic.org/team/shenzhen-college-of-international-education",,,
"Wuhan Huiwen Senior High School","Wuhan","School",,"http://jyj.wuhan.gov.cn/",,,
"Wuhan Haidian Foreign Language Experimental School","Wuhan","School",,"http://jyj.wuhan.gov.cn/",,,
"Wuhan Yucai Fine Arts Senior High School","Wuhan","School",,"http://jyj.wuhan.gov.cn/",,,
"Wuhan Pacific High School","Wuhan","School",,,,,
"Wuhan Qingzhi School","Wuhan","School",,,,,
"Wuhan Ruisheng School","Wuhan","School",,,,,
"Wuhan Maple Leaf International School","Wuhan","International School",,,,,
"Wuhan Qingyun High School","Wuhan","School",,,,,
"Wuhan Sijiu Senior High School","Wuhan","School",,,,,
"Wuhan Weiming Senior High School","Wuhan","School",,,,,
"Wuhan Foreign Language School","Wuhan","School",,,,,
"Wuchang Experimental School","Wuhan","School",,,,,
"Wuhan Sanniu High School","Wuhan","School",,,,,
"Wuhan Yingzhong Senior High School","Wuhan","School",,,,,
"Wuhan Elite School","Wuhan","School",,,,,
"Wuhan Zhongshan Senior High School","Wuhan","School",,,,,
"Wuhan Kanghua Senior High School","Wuhan","School",,,,,
"Private Junior High School","Wuhan","Private School",,,,,
"Wuhan Country Garden School","Wuhan","School",,,,,
"Wuhan Qiyi Huayuan High School","Wuhan","School",,,,,
"Mulan Mountain Wenwu School","Wuhan","School",,,,,
"Hubei Huayi School","Wuhan","School",,,,,
"Wuhan Wuluo Road Experimental Junior High School","Wuhan","School",,,,,
"Wuhan Optics Valley Weiming Experimental School","Wuhan","School",,,,,
"Wuhan Maple Leaf School","Wuhan","School",,,,,
"Wuhan Globe School","Wuhan","School",,,,,
"Wuhan Yichu Huiquan High School","Wuhan","School",,,,,
"Wugang Experimental School","Wuhan","School",,,,,
"Wuhan Weiming School","Wuhan","School",,,,,
"Wuwaiying High School","Wuhan","School",,,,,
"Affiliated High School of Central China Normal University Meilian Experimental School","Wuhan","Higher Education",,,,,
"Chengfeng Experimental School","Wuhan","School",,,,,
"Dafang School","Wuhan","School",,,,,
"High School Guangya Middle School","Wuhan","School",,,,,
"Wuhan Huazhong Art School","Wuhan","School",,,,,
"Wuhan Sports Dance Art School","Wuhan","School",,,,,
"Wuhan Xiaomeihua Art School","Wuhan","School",,,,,
"Zhongjia Village School","Wuhan","School",,,,,
"Wuchang Experimental Primary School","Wuhan","School",,,,,
"Wuhan Ruijing Primary School","Wuhan","School",,,,,
"Honglingjin Primary School","Wuhan","School",,,,,
"Chunmiao School","Wuhan","School",,,,,
"Guangsheng Primary School","Wuhan","School",,,,,
"Yangchun Lake Experimental School","Wuhan","School",,,,,
"Globe Experimental School","Wuhan","School",,,,,
"Hongyi School","Wuhan","School",,,,,
"Foreign Language School","Wuhan","School",,,,,
"Wuhan East Lake New Technology Development Zone Dotting School","Wuhan","School",,,,,
"Affiliated Middle School of Central China Normal University

Wuwaiying Middle School","Wuhan","Higher Education",,,,,
"Middle School Guangya Middle School

Wuhan Sanniu Middle School

Wuhan Kanghua Senior Middle School","Wuhan","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Private High School","Wuhan","Private School",,"http://jyj.wuhan.gov.cn/",,,
"Private Primary School","Wuhan","Private School",,,,,
"Wuwaiying Middle School","Wuhan","School",,,,,
"Wuhan Sixth Middle School","Wuhan","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon",,,
"Wuhan Sanniu Middle School

Wuhan Kanghua Senior Middle School","Wuhan","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Wuhan Kanghua Senior Middle School","Wuhan","School",,,,,
"Related School","Wuhan","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Wuhan Yangtze International School and Wuhan Maple Leaf International School","Wuhan","International School",,"https://www.expatexchange.com/countries/31/4541/China/Wuhan",,,
"Wuhan British International School","Wuhan","International School",,"https://www.expatexchange.com/data/8/1/188/1/0/languageschools/Find",,,
"Wuhan International School","Wuhan","International School",,"http://www.whis.cn/",,,
"Visit the BASIS International School","Wuhan","International School",,"https://bisz.basischina.com/",,,
"It is also the first BASIS International School","Wuhan","International School",,,,,
"Park Lane Harbour is the second BASIS International School","Wuhan","International School",,,,,
"Shenzhen was the first BASIS International School","Wuhan","International School",,"https://basisoverseas.com/schools/\#collapseOne",,,
"BASIS Bilingual School","Wuhan","Bilingual School",,"https://basisoverseas.com/schools/\#collapseSeven",,,
"BASIS Bilingual School Shenzhen combines the core of the BASIS School","Wuhan","Bilingual School",,"https://basisoverseas.com/schools/\#collapseEight",,,
"BASIS Bilingual Kindergarten","Wuhan","Bilingual School",,"https://basisoverseas.com/schools/\#collapseEleven",,,
"BASIS Bilingual Kindergarten Nanshan inhabits the founding BASIS International School","Wuhan","International School",,"https://basisoverseas.com/schools/\#collapseTwelve",,,
"We are proud to provide services for BASIS International School","Wuhan","International School",,"https://basisoverseas.com/",,,
"BASIS International & Bilingual School","Wuhan","International School",,"https://basisoverseas.com/schools/\#collapseEight",,,
"International School","Nanjing","International School",,"https://www.internationalschoolsreview.com/author/missouri65807",,,
"Nord Anglia International School","Nanjing","International School",,"https://whichschooladvisor.com/uae/search-articles/s437/brighton-college-dubai",,,
"New British School","Nanjing","School",,"https://whichschooladvisor.com/uae/search-articles/s1197/dibber-nursery-al-barsha-south",,,
"Ash Mount School","Nanjing","School",,"https://whichschooladvisor.com/uae/school-news/harrow-to-gordonstoun-every-new-school-opening-in-the-uae-in-2026-with-fees",,,
"Gordonstoun School","Nanjing","School",,"https://whichschooladvisor.com/uae/search-articles/s1693/dubai-international-academy-town-square",,,
"Bona Sonority School","Nanjing","School",,"https://www.teacherhorizons.com/static/mediav2/schools/2339/images/862164_smaller.webp",,,
"Nanjing International School","Nanjing","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/4706/images/793342_smaller.webp",,,
"Wycombe Abbey School","Nanjing","School",,"https://www.teacherhorizons.com/static/mediav2/schools/2338/images/625333_smaller.webp",,,
"Nanjing Thomas School","Nanjing","School",,"https://www.teacherhorizons.com/static/mediav2/schools/5523/images/462768_smaller.webp",,,
"Nanjing Etonhouse International School","Nanjing","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/5214/images/385653.webp",,,
"Navigating the Season of Academic Results at Compass International School","Nanjing","International School",,"https://www.google.com/maps/@32.044972,118.773596,10z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3",,,
"Nanjing Echo International School","Nanjing","International School",,"https://www.ischooladvisor.com/view/the-british-school-of-nanjing",,,
"EtonHouse International School","Nanjing","International School",,"https://www.ischooladvisor.com/view/nanjing-echo-international-school",,,
"BASIS International School","Nanjing","International School",,"https://www.ischooladvisor.com/view/wycombe-abbey-school-nanjing",,,
"IB World School","Nanjing","School",,"https://www.ischooladvisor.com/view/nanjing-international-school",,,
"Nanjing

Curricula

IB Diploma

IB Middle Years

IB Primary Years

School","Nanjing","School",,"https://search.openapply.com/schools/nanjing-international-school",,,
"Nanjing

Curricula

No Information

School","Nanjing","School",,"https://search.openapply.com/schools/basis-international-school-nanjing",,,
"Nanjing

Curricula

Host Country's National

IB Primary Years

School","Nanjing","School",,"https://search.openapply.com/schools/nanjing-etonhouse-international-school",,,
"Nanjing

Curricula

Host Country's National

IGCSE

UK National

School","Nanjing","School",,"https://search.openapply.com/schools/the-british-school-of-nanjing",,,
"Co-edBoy's SchoolGirl's School","Nanjing","School",,"https://search.openapply.com/schools?per_page=50&school_filter%5Bcity%5D%5B%5D=Nanjing&school_filter%5Bsort_by%5D=school_size_desc#",,,
"Curricula

IB Diploma

IB Middle Years

IB Primary Years

School","Nanjing","School",,"https://search.openapply.com/schools/nanjing-international-school",,,
"Curricula

No Information

School","Nanjing","School",,"https://search.openapply.com/schools/basis-international-school-nanjing",,,
"Curricula

Host Country's National

IB Primary Years

School","Nanjing","School",,"https://search.openapply.com/schools/nanjing-etonhouse-international-school",,,
"Curricula

Host Country's National

IGCSE

UK National

School","Nanjing","School",,"https://search.openapply.com/schools/the-british-school-of-nanjing",,,
"Explore all the International School","Nanjing","International School",,"https://www.international-schools-database.com/country/china/top-international-schools-in-china",,,
"Tianjin Yaohua High School","Nanjing","School",,"https://fitzgabrielsschools.com/2025/03/06/admiral-farragut-academy-tianjin/",,,
"Shanghai New Epoch Bilingual School","Nanjing","Bilingual School",,"https://fitzgabrielsschools.com/2025/03/06/admiral-farragut-academy-dongguan/",,,
"Limai Chinese American International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2025/03/07/shanghai-new-epoch-bilingual-school/",,,
"Whittle School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/05/05/yale-university/",,,
"Aeon School","Nanjing","School",,"https://fitzgabrielsschools.com/2025/03/07/avenues-the-world-school-silicon-valley/",,,
"Chadwick School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/02/CHADWICK-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Darrow School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2024/04/THE-DARROW-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Pei Jing graduated from the Darrow School","Nanjing","School",,"https://fitzgabrielsschools.com/2025/03/10/jped-academy/",,,
"Beijing BISS International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2025/03/10/beijing-biss-international-school/",,,
"To find out more about what The Darrow School","Nanjing","School",,"https://fitzgabrielsschools.com/2025/03/10/beijing-biss-international-school/",,,
"Shanghai SMIC Private School","Nanjing","Private School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/09/MARIANAPOLIS-PREPARATORY-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Linyi Foreign Language Middle School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/09/MARIANAPOLIS-PREPARATORY-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"SNA Marianapolis International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2019/07/30/the-association-of-boarding-schools/",,,
"North Cross School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/04/15/national-association-of-independent-schools/",,,
"Washington DC
- Whittle School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Haileybury International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2021/09/07/australian-boarding-schools-association/",,,
"Bedford School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2020/03/BEDFORD-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Craigclowan School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Cranleigh Prep
- Cranleigh Abu Dhabi
- Codgel Cranleigh China School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/07/07/the-independent-schools-christian-alliance/",,,
"Changsha
- Codgel Cranleigh China School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/08/DOWNE-HOUSE-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"British International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2020/05/05/boarding-schools-association/",,,
"International Chinese School","Nanjing","International School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/08/DURHAM-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Harrow School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2023/10/HURTWOOD-HOUSE-SCHOOL-CAMPUS.png?resize=1200%2C675&ssl=1",,,
"Heathfield Knoll School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/02/25/oldest-private-schools-in-the-world/",,,
"Heathfield International School Bangkok
- Heathfield International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2021/02/25/oldest-private-schools-in-the-world/",,,
"Canterbury
- aKCess Online School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/02/KINGS-COLLEGE-SCHOOL-WIMBLEDON-CAMPUS.png?resize=1000%2C500&ssl=1",,,
"College School Chengdu
- International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2021/02/24/international-baccalaureate-schools/",,,
"College International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"College School","Nanjing","Higher Education",,"https://fitzgabrielsschools.com/2021/02/24/international-baccalaureate-schools/",,,
"Knightsbridge School International Montenegro
- Knightsbridge School","Nanjing","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Lucton School Shanghai
- Lucton School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/02/25/oldest-private-schools-in-the-world/",,,
"Mount Kelly School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/05/07/the-society-of-heads/",,,
"Foremarke School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/02/22/independent-schools-council/",,,
"Repton Al Barsha
- Repton School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/02/22/independent-schools-council/",,,
"Royal Grammar School Guildford Dubai
- Royal Grammar School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/02/26/council-of-international-schools/",,,
"Rugby School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/05/05/boarding-schools-association/",,,
"Casterton
- Mulberry Bush
- Rong Qiao Sedbergh School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/05/05/boarding-schools-association/",,,
"Shrewsbury International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2021/02/18/headmasters-and-headmistresses-conference/",,,
"City Campus
- Shrewsbury International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Riverside Campus
- Shrewsbury International School Hong Kong
- Shrewsbury International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Shrewsbury School","Nanjing","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2022/01/FITZGABRIELS-SCHOOL-HOLDING-HEADER-GRAPHIC.png?resize=1200%2C675&ssl=1",,,
"Codgel Cranleigh China School","Nanjing","School",,"https://fitzgabrielsschools.com/2021/07/07/the-independent-schools-christian-alliance/",,,
"HD Schools Beijing
- HD Schools Ningbo
- HD Schools Qingdao
- HD School","Nanjing","School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Shrewsbury International School Hong Kong
- Shrewsbury International School","Nanjing","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Nanjing  China

Nanjing International School","Nanjing","International School",,"https://directory-ca-prod.s3.ca-central-1.amazonaws.com/schools/1110/logo/main_MedalLogo.png",,,
"Nanjing International School

Thank you for considering Nanjing International School","Nanjing","International School",,"https://directory-ca-prod.s3.ca-central-1.amazonaws.com/schools/1110/logo/main_MedalLogo.png",,,
"School Life

- Sports teams availableYes

- School","Nanjing","School",,"https://www.nanjing-school.com/","+86 2585899111","suenorthcott@staff.nanjing-school.com",
"Thank you for considering Nanjing International School","Nanjing","International School",,"https://directory-ca-prod.s3.ca-central-1.amazonaws.com/schools/1110/logo/main_MedalLogo.png",,,
"Sports teams availableYes

- School","Nanjing","School",,"https://www.nanjing-school.com/","+86 2585899111","suenorthcott@staff.nanjing-school.com",
"Nord Anglia School - Shunyi - Nord Anglia School","Nanjing","School",,"https://www.nordangliaeducation.com/-/media/aprimo/5a19d1/image_shunyi_renderings_31_nas_sy_school-card_787x483/nas-shunyi.png?rev=f994d050635f4adf964c35106708a36e&extension=webp&hash=9C51DE201AAFC5EDE893272FBFE3FA1C",,,
"Dalian American International School","Nanjing","International School",,"https://www.nordangliaeducation.com/static/assets/icons/icon-location-pin.svg",,,
"Dalian Huamei School","Nanjing","School",,"https://www.nordangliaeducation.com/static/assets/icons/icon-location-pin.svg",,,
"Our China international schools

Day School","Nanjing","International School",,"https://www.nassuzhou.cn/",,,
"Day School","Nanjing","School",,"https://www.nassuzhou.cn/",,,
"Leman International School","Nanjing","International School",,"https://www.nordangliaeducation.com/bsb-shunyi",,,
"Aerial view of British School","Nanjing","School",,"https://www.nordangliaeducation.com/lis-chengdu",,,
"British School","Nanjing","School",,"https://www.nordangliaeducation.com/static/assets/icons/icon-location-pin.svg",,,
"Exterior of the Nord Anglia International School","Nanjing","International School",,"https://www.nordangliaeducation.com/bsn-nanjing",,,
"International School","Hangzhou","International School",,"https://www.internationalschoolsreview.com/author/missouri65807",,,
"Nord Anglia International School","Hangzhou","International School",,"https://whichschooladvisor.com/uae/search-articles/s437/brighton-college-dubai",,,
"New British School","Hangzhou","School",,"https://whichschooladvisor.com/uae/search-articles/s1197/dibber-nursery-al-barsha-south",,,
"Ash Mount School","Hangzhou","School",,"https://whichschooladvisor.com/uae/school-news/harrow-to-gordonstoun-every-new-school-opening-in-the-uae-in-2026-with-fees",,,
"Gordonstoun School","Hangzhou","School",,"https://whichschooladvisor.com/uae/search-articles/s1693/dubai-international-academy-town-square",,,
"Hangzhou International School","Hangzhou","International School",,"https://www.international-schools-database.com/in/hangzhou/hangzhou-international-school",,,
"HIS is a truly unique international IB World School","Hangzhou","International School",,"https://cdn.international-schools-database.com/assets/schools/verified-badge.pink.sm-e034e71173bccc3ba2d428240856a83a4d122601f018152eebcad6e607eca7c1.png",,,
"We are a full IB Continuum School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Hangzhou Greentown Yuhua School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Hangzhou Entel Foreign Language School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Hangzhou Entel Foreign Languages School","Hangzhou","School",,"https://www.international-schools-database.com/in/hangzhou/hangzhou-entel-foreign-language-school",,,
"Hangzhou Foreign Languages School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Wycombe Abbey School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"BASIS International School","Hangzhou","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Wahaha International School","Hangzhou","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Hangzhou Chinese International School","Hangzhou","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Chinese International School","Hangzhou","International School",,"https://www.international-schools-database.com/account/guest/new",,,
"Greentown Yuhua School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Yungu School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Hangzhou Dipont School","Hangzhou","School",,"https://www.international-schools-database.com/account/guest/new",,,
"Filter School","Hangzhou","School",,"https://www.international-schools-database.com/in/hangzhou/hangzhou-international-school",,,
"Hangzhou

Curricula

IB Diploma

IB Middle Years

IB Primary Years

School","Hangzhou","School",,"https://search.openapply.com/schools/hangzhou-international-school",,,
"Hangzhou

Curricula

IGCSE

International Primary

UK National

School","Hangzhou","International School",,"https://search.openapply.com/schools/hiba-academy-hangzhou",,,
"Hangzhou

Curricula

UK National

School","Hangzhou","School",,"https://search.openapply.com/schools/wellington-college-international-hangzhou",,,
"Hangzhou

Curricula

No Information

School","Hangzhou","School",,"https://search.openapply.com/schools/basis-international-school-hangzhou",,,
"Years

Kindergarten","Hangzhou","Kindergarten",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Hangzhou&school_filter%5Bsort_by%5D=school_size_asc#",,,
"Co-edBoy's SchoolGirl's School","Hangzhou","School",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Hangzhou&school_filter%5Bsort_by%5D=school_size_asc#",,,
"Curricula

IB Diploma

IB Middle Years

IB Primary Years

School","Hangzhou","School",,"https://search.openapply.com/schools/hangzhou-international-school",,,
"Curricula

IGCSE

International Primary

UK National

School","Hangzhou","International School",,"https://search.openapply.com/schools/hiba-academy-hangzhou",,,
"Curricula

UK National

School","Hangzhou","School",,"https://search.openapply.com/schools/wellington-college-international-hangzhou",,,
"Curricula

No Information

School","Hangzhou","School",,"https://search.openapply.com/schools/basis-international-school-hangzhou",,,
"Senior High School","Hangzhou","School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/default-school-logo.png",,,
"DiaCare International Preschool","Hangzhou","International School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Hangzhou Yungu School","Hangzhou","School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Changwai Bilingual School","Hangzhou","Bilingual School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Huili School","Hangzhou","School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Marco Polo International School","Hangzhou","International School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Cambridge International Centre of Hangzhou Yulan School","Hangzhou","International School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"High School","Hangzhou","School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/default-school-logo.png",,,
"Hangzhou Chongwen Experimental School","Hangzhou","School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Wahaha Bilingual School","Hangzhou","Bilingual School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Middle School","Hangzhou","School",,"https://www.toptutorjob.com/themes/toptutorjob_theme/images/location.png",,,
"Dalian Huamei School","Hangzhou","School",,"https://www.nessic.org/team/avenues-shenzhen",,,
"Dehong Xi'an School","Hangzhou","School",,"https://www.nessic.org/team/china-world-academy",,,
"Harrow Haikou LiDe School","Hangzhou","School",,"https://www.nessic.org/team/dalian-huamei-school",,,
"Sedbergh School","Hangzhou","School",,"https://www.nessic.org/team/harrow-haikou-lide-school",,,
"Springboard International Bilingual School","Hangzhou","International School",,"https://www.nessic.org/team/hiba-academy-nantong",,,
